"R0000100","R0000600","R0006500","R0007900","R0173600","R0214700","R0214800","R0618500","R0648301","R0648343","R1207800","R2509800","T5256900","T5257400","T5344300","T5407500","T5619500","T5684500","T5734600","T5770700","T5770800","T5770900","T5771000","T5771200","T5774000"
1221,19,11,9,7,2,2,-3,298,293,-4,1,9140,2,15,1,18000,0,5,5,18000,1,3,3,1
1222,15,11,9,3,2,1,-3,383,359,-4,1,6440,1,15,1,30000,75200,50,2,49000,0,3,1,1
1223,14,11,9,7,2,2,-3,387,314,910,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1224,19,11,9,7,2,2,1,421,412,-4,1,3600,2,20,1,25000,-16750,75,2,25000,0,3,0,1
1225,21,11,-2,5,3,2,0,372,338,-4,1,-4,-4,-4,0,0,74044,0,1,26880,0,3,6,0
1226,21,11,7,6,3,2,0,400,353,-4,-4,-4,-4,-4,0,0,500,20,3,40428,0,3,0,0
1227,20,-2,-2,7,2,2,0,310,312,-4,-4,-4,-4,-4,0,0,20000,0,2,2304,1,3,6,0
1228,17,-3,6,5,3,2,0,431,546,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1229,17,-3,9,1,3,1,0,445,566,1225,1,7700,1,400,1,78700,360000,0,2,78900,0,3,1,0
1230,21,-3,10,5,3,2,-3,326,463,-4,8,-4,-4,-4,0,0,1090200,100,2,19400,0,3,2,1
1231,15,16,19,5,3,2,-3,557,612,1105,3,2100,1,50,1,74000,328000,10,4,154000,0,3,1,1
1232,21,-3,10,1,3,1,0,524,674,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1233,19,12,12,5,3,2,0,430,503,-4,1,-4,-4,-4,0,0,65200,100,2,34062,0,3,2,1
1234,18,12,13,5,3,2,0,361,441,1203,8,350,2,22,0,80000,403500,70,6,168000,0,4,1,1
1235,17,12,13,1,3,1,-3,387,380,909,1,7200,2,12,1,50000,76000,50,2,88000,0,4,1,1
1236,15,12,13,5,3,2,-3,491,414,-4,1,4220,4,-4,1,19000,-50925,10,5,41600,0,3,1,1
1237,19,12,17,1,3,1,0,472,455,-4,1,3800,1,600,1,40000,-14900,75,2,40000,0,3,1,1
1238,21,12,12,5,3,2,0,496,598,-4,1,3600,2,-2,1,48083,219500,50,3,76019,0,3,1,1
1239,17,12,12,1,3,1,-3,431,488,9996,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1240,15,12,12,5,3,2,0,594,625,9996,2,5600,1,15,1,46750,103000,5,1,46750,0,3,3,0
1241,18,12,12,5,3,2,0,339,294,-4,-4,4200,2,6,0,10000,0,0,1,-2,-3,3,6,1
1242,14,12,12,5,3,2,-3,355,388,-4,-4,-4,-4,-4,0,0,9500,40,2,36600,0,3,1,1
1243,16,11,6,2,3,1,0,490,566,502,1,4250,4,-4,0,31,44659,40,2,225,1,3,3,0
1244,14,9,6,6,3,2,-3,400,405,-4,-4,4110,4,4,1,12000,0,100,3,12000,1,3,3,1
1245,18,9,12,1,3,1,0,322,490,-4,-5,8330,4,-4,0,15000,8700,50,3,15000,1,3,3,1
1246,16,9,-2,5,3,2,0,451,482,-4,1,5860,1,50,1,30203,14538,10,1,54203,0,3,3,0
1247,15,9,9,1,3,1,0,404,418,-4,1,-4,-4,-4,0,0,44510,100,1,11318,1,3,3,0
1248,16,12,12,1,3,1,1,462,506,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1249,20,11,11,1,3,1,0,476,653,-4,1,310,2,6,1,84000,-3,10,3,168000,0,3,3,1
1250,21,12,12,5,3,2,-5,467,444,9996,1,2540,1,100,1,25000,324992,40,2,121000,0,3,1,1
1251,15,12,12,5,3,2,1,451,484,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1252,21,12,12,5,3,2,0,525,454,838,4,430,2,14,0,57000,574500,10,1,80000,0,3,3,1
1253,15,12,14,5,3,2,0,523,428,801,1,-4,-4,-4,0,0,1085500,100,3,107400,0,3,1,1
1254,17,12,14,5,3,2,0,456,530,514,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1255,16,12,14,5,3,2,-3,610,586,1105,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1256,16,13,12,1,3,1,-3,399,423,9996,1,1360,1,2,1,63543,399000,0,4,103543,0,3,1,1
1257,14,12,12,1,3,1,0,493,447,-4,8,4720,2,200,1,27000,-16000,50,5,128000,0,3,1,1
1258,17,12,9,5,3,2,0,579,549,1203,2,9620,1,100,0,0,-3,0,2,-2,-3,3,1,1
1259,21,12,11,5,3,2,-3,397,404,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1260,19,12,12,1,3,1,-3,350,369,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1261,20,14,12,5,3,2,0,549,503,1224,8,8760,4,-4,1,30000,196400,50,1,30000,0,3,3,1
1262,19,18,15,5,3,2,1,601,587,115,4,5700,4,-4,1,0,2790000,20,2,62000,0,4,1,0
1263,18,12,12,5,3,2,-3,553,582,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1264,18,12,12,1,3,1,0,513,559,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1265,21,12,12,1,3,1,0,502,569,2205,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1266,18,-2,11,1,3,1,0,-4,-4,-5,-5,7140,2,13,1,332954,-3,20,3,214000,0,4,1,1
1267,16,-2,-2,1,3,1,-3,487,555,-4,1,8740,-2,500,1,60000,58000,20,2,132000,0,3,1,1
1268,19,12,12,1,3,1,0,644,674,701,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1269,18,11,-2,7,2,2,0,576,505,1203,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1270,16,11,11,7,2,2,0,551,607,506,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1271,15,11,14,5,3,2,0,478,402,1203,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1272,19,12,9,1,3,1,0,504,405,-4,1,6260,2,2,0,5000,212800,50,3,69000,0,3,1,1
1273,16,12,9,1,3,1,0,567,541,701,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1274,18,12,12,5,3,2,0,480,560,501,-5,4760,2,9,0,10000,-4300,60,1,10025,1,3,3,1
1275,20,-2,-2,1,3,1,0,306,310,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1276,15,12,16,5,3,2,0,571,606,0,1,5700,3,25000,1,63000,141800,10,1,63000,0,3,3,1
1277,14,12,14,5,3,2,0,592,546,506,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1278,18,12,12,1,3,1,0,452,457,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1279,20,17,16,5,3,2,0,567,664,408,2,3130,3,20,1,40000,-3,50,3,175000,0,3,1,1
1280,18,12,12,1,3,1,0,471,510,-4,-4,6420,2,3,0,40000,119900,0,2,50800,0,3,1,1
1281,15,12,12,5,3,2,0,587,586,1213,2,2000,4,-4,1,14000,101000,10,1,14000,0,3,3,1
1282,14,12,-2,1,3,1,0,467,385,0,1,-4,-4,-4,0,0,30000,100,1,8912,1,3,3,1
1283,15,17,-3,5,3,2,0,661,730,4901,1,2010,3,75,0,36000,303500,30,2,85800,0,3,1,1
1284,16,10,14,1,3,1,0,424,339,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1285,15,10,14,5,3,2,0,445,474,-4,-4,-4,-4,-4,0,0,0,40,1,2328,1,3,3,1
1286,17,12,12,7,2,2,0,335,436,506,2,230,1,50,1,40000,47000,80,4,40000,0,3,3,1
1287,16,12,12,3,2,1,0,408,370,506,1,9600,1,-1,1,72000,209000,50,3,174000,0,3,1,1
1288,21,10,9,3,2,1,-3,401,302,835,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1289,15,12,12,3,2,1,0,459,391,9996,1,6260,2,-4,0,7000,0,75,2,7768,1,3,0,1
1290,20,12,9,7,2,2,0,455,457,502,1,5400,2,100,0,40000,-24800,50,2,70000,0,3,0,1
1291,16,12,9,3,2,1,0,398,449,-4,1,-4,-4,-4,0,0,90100,100,1,8796,1,3,3,1
1292,15,10,12,3,2,1,1,441,464,501,1,4830,4,-4,0,0,168000,0,3,-2,-3,3,1,1
1293,20,12,13,7,2,2,0,484,405,701,2,9240,1,50,1,45000,1431000,30,5,146000,0,3,1,1
1294,15,12,12,3,2,1,-3,523,491,-4,2,910,2,50,0,67500,-1500,10,1,67500,0,3,6,1
1295,14,12,5,7,2,2,0,225,352,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1296,17,7,7,5,3,2,0,440,424,-4,1,4720,2,9,1,-2,6520,30,3,-2,-3,3,2,2
1297,21,0,0,7,2,2,1,335,319,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1298,16,12,6,7,2,2,0,493,489,509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1299,20,12,8,7,2,2,-3,496,536,401,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1300,14,8,-2,1,3,1,-3,480,384,-4,-4,-4,-4,-4,0,0,0,0,1,-2,-3,4,0,1
1301,20,12,0,1,3,1,0,442,474,-4,1,-4,-4,-4,0,0,-3,100,2,-1,-3,2,1,1
1302,16,9,6,5,3,2,1,464,432,-4,-4,-4,-4,-4,0,0,18600,-2,1,-2,-3,3,3,1
1303,16,12,-3,1,3,1,-3,541,607,702,4,20,2,5,1,145000,1381280,5,3,154000,0,3,1,1
1304,14,12,16,5,3,2,-3,593,542,514,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1305,22,12,12,5,3,2,-3,469,417,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1306,16,12,7,5,3,2,1,510,483,-4,1,430,2,300,1,43000,-500,20,2,43000,0,3,3,1
1307,20,9,-2,1,3,1,1,435,435,-4,1,-4,-4,-4,0,0,4100,100,1,2940,1,3,3,1
1308,17,10,12,7,2,2,1,339,446,-4,-4,-4,-4,-4,0,0,0,100,2,0,1,3,2,1
1309,17,12,12,1,3,1,1,555,495,505,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1310,17,12,12,5,3,2,0,520,458,1301,4,2310,1,-4,1,500,104000,100,4,180496,0,1,1,1
1311,21,11,11,1,3,1,0,504,477,1402,3,220,4,-4,1,75000,778000,50,2,115000,0,3,1,1
1312,21,10,7,5,3,2,0,435,520,-4,1,4720,2,-2,1,12000,305000,80,3,78800,0,3,1,1
1313,17,12,9,7,2,2,-3,328,267,-4,1,4020,1,8,1,0,0,10,2,0,1,3,3,1
1314,16,12,12,3,2,1,-3,400,342,-4,1,-4,-4,-4,0,0,0,30,2,0,1,3,3,1
1315,14,14,17,1,3,1,-3,502,559,506,1,4700,4,-4,1,332954,5526252,20,2,922631,0,3,1,1
1316,17,9,7,1,3,1,0,469,487,-4,-4,6240,4,-4,1,-1,0,10,3,-1,-3,3,1,0
1317,15,8,8,1,3,1,0,430,388,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1318,21,6,3,1,3,1,0,468,332,-4,-4,7200,2,7,1,45000,146700,50,1,45100,0,3,0,1
1319,16,6,3,1,3,1,0,361,325,-4,1,7200,2,5,1,45000,74000,30,2,58032,0,3,1,0
1320,21,11,11,1,3,1,0,698,674,-4,1,1100,2,1800,1,102000,311500,50,1,102700,0,3,3,1
1321,18,8,14,1,3,1,0,494,423,-4,1,420,3,10,0,60000,123000,100,1,60000,0,3,3,0
1322,21,8,12,5,3,2,-5,388,394,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1323,16,12,12,5,3,2,0,624,557,818,5,230,1,125,1,57900,840850,20,3,169430,0,3,1,1
1324,16,13,14,5,3,2,-3,421,448,832,1,2750,3,100,1,14000,376500,30,3,102440,0,3,1,1
1325,20,12,8,1,3,1,1,556,579,603,3,2920,4,-4,1,175000,-3,5,1,175000,0,4,2,1
1326,16,12,8,5,3,2,0,482,498,509,-5,2540,-2,-4,1,2000,1520000,20,4,252000,0,1,1,1
1327,17,12,11,5,3,2,-3,501,572,1223,1,120,-2,4,1,48000,128822,40,2,90000,0,2,1,0
1328,17,12,-2,5,3,2,-3,297,402,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1329,16,9,8,1,3,1,-5,373,354,-4,-4,9130,2,8,1,33150,110200,15,1,33150,0,3,3,1
1330,14,10,9,1,3,1,-5,390,392,-4,-4,-4,-4,-4,0,0,-1938,100,1,12082,0,3,3,0
1331,17,16,20,1,3,1,-3,469,632,506,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1332,16,16,20,1,3,1,-3,416,708,401,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1333,19,8,0,2,3,1,1,191,244,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1334,20,10,11,5,3,2,0,567,465,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1335,18,10,11,5,3,2,0,434,463,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1336,19,4,4,5,3,2,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1337,21,6,9,2,3,1,-3,409,379,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1338,19,12,8,1,3,1,0,486,524,9996,1,8140,2,125,0,12000,75000,100,1,14640,0,2,3,1
1339,16,5,-2,5,3,2,1,387,352,-4,1,9150,2,15,0,5200,6000,2,1,5200,1,3,6,1
1340,21,11,4,1,3,1,0,442,382,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1341,20,8,-2,5,3,2,0,455,392,501,1,-4,-4,-4,0,0,-5050,100,1,-2,-3,3,6,0
1342,19,9,3,1,3,1,0,385,316,-4,-4,-4,-4,-4,0,0,5000,-2,1,2376,1,3,3,0
1343,17,12,7,5,3,2,0,432,447,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1344,19,12,4,5,3,2,-3,533,506,1225,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1345,20,10,12,1,3,1,0,554,413,-4,1,4850,2,35,1,85000,181500,50,2,120000,0,3,1,1
1346,16,11,12,1,3,1,-3,453,389,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1347,17,12,12,5,3,2,1,494,484,501,1,4960,2,24,1,150000,2053186,25,3,225000,0,3,1,1
1348,17,-3,7,5,3,2,1,587,583,832,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1349,17,11,12,1,3,1,1,-4,-4,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1350,16,11,12,1,3,1,0,-4,-4,-4,1,3920,2,1000,1,104000,7400,20,3,157000,0,3,1,0
1351,15,11,12,1,3,1,0,520,536,-4,1,7810,2,75,1,23000,58200,2,1,23000,0,3,3,1
1352,20,12,-2,5,3,2,0,429,585,-4,1,5700,2,43,1,25000,299200,10,2,175000,0,3,1,1
1353,15,12,12,1,3,1,0,493,529,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1354,22,12,14,1,3,1,0,-4,-4,1701,1,1020,2,2000,1,132000,2696906,20,4,214000,0,3,1,1
1355,20,12,16,1,3,1,0,-4,-4,910,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1356,16,12,16,5,3,2,-3,603,636,802,3,2310,2,55,1,34000,2002000,80,3,34000,0,3,6,1
1357,22,12,12,1,3,1,0,394,348,-4,1,5520,2,10,1,48000,211000,60,3,-2,-3,3,1,1
1358,18,12,12,1,3,1,0,528,472,-4,2,3320,2,70,1,-1,-3,0,3,-1,-3,3,1,1
1359,21,14,16,5,3,2,0,514,456,1203,1,3650,2,5,0,52000,400800,75,1,52000,0,3,3,0
1360,22,11,8,5,3,2,0,422,435,-4,1,5400,2,40,1,40000,100900,50,1,40000,0,3,2,1
1361,15,10,10,5,3,2,1,477,448,-4,-4,-4,-4,-4,0,0,10000,0,1,13000,0,3,3,1
1362,16,14,14,5,3,2,-3,710,664,701,4,2040,3,32,0,50000,135300,5,2,79800,0,3,1,1
1363,20,12,12,1,3,1,0,511,530,910,3,430,2,2,1,75000,395000,5,2,135000,0,2,1,0
1364,15,14,20,1,3,1,0,623,522,1701,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1365,16,9,11,5,3,2,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1366,20,12,16,5,3,2,0,456,501,1203,1,5240,2,1,0,0,27000,50,4,-2,-3,4,3,1
1367,18,12,16,1,3,1,0,592,681,2207,1,2540,1,120,1,21000,532000,50,3,111000,0,1,1,1
1368,17,12,16,1,3,1,-3,754,637,502,4,310,2,30,1,41000,-1000,50,2,84000,0,3,1,1
1369,18,11,11,1,3,1,-3,519,521,-4,1,430,4,-4,1,-2,-3,0,3,-2,-3,3,1,1
1370,14,11,11,5,3,2,-3,383,411,-4,1,-4,-4,-4,0,0,32000,50,3,0,1,3,3,2
1371,18,14,16,1,3,1,0,422,420,-4,1,6260,4,-4,1,-1,-3,100,2,-1,-3,3,1,1
1372,17,14,16,1,3,1,0,-4,-4,504,3,340,2,5,1,50000,-6400,70,1,50000,0,3,3,1
1373,17,16,16,1,3,1,-3,472,531,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1374,15,16,16,5,3,2,-3,521,535,508,4,420,3,4,0,50000,526500,0,3,95000,0,3,1,1
1375,21,11,-2,7,2,2,-3,470,419,801,1,5860,2,1000,1,27000,166600,50,5,30000,0,3,3,1
1376,20,10,-2,7,2,2,-3,380,380,2208,2,-4,-4,-4,0,0,-42000,100,3,0,1,3,2,1
1377,18,10,-2,7,2,2,-3,476,581,514,2,-4,-4,-4,0,0,-100500,100,7,2312,1,3,3,1
1378,17,10,-2,7,2,2,-3,446,375,1203,2,800,2,3000,1,64000,51000,10,1,64000,0,3,3,1
1379,14,12,11,3,2,1,0,450,459,506,1,4810,2,12,0,30000,114000,25,3,85000,0,3,1,1
1380,17,8,9,7,2,2,0,407,366,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1381,15,12,12,7,2,2,1,394,282,-4,1,-4,-4,-4,0,0,0,60,8,10048,1,3,0,1
1382,20,12,8,7,2,2,-3,481,385,1203,-5,-4,-4,-4,0,0,46362,10,1,0,1,3,0,1
1383,16,12,10,3,2,1,0,368,325,-4,-4,-4,-4,-4,0,0,351500,0,2,40000,0,3,1,1
1384,16,12,10,3,2,1,0,408,401,-4,1,9130,2,100,1,40477,3000,60,2,-2,-3,3,3,1
1385,15,12,10,7,2,2,0,497,478,1203,1,730,2,100,0,60000,439000,50,1,922631,0,3,3,0
1386,18,14,12,3,2,1,1,443,440,-4,1,9130,2,53,1,57000,207500,10,2,102000,0,3,1,1
1387,17,10,-4,3,2,1,-3,229,243,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1388,16,10,-4,7,2,2,-3,279,389,-4,1,4020,2,50,0,0,-3,10,1,-1,-3,3,6,1
1389,15,12,12,7,2,2,1,498,502,1203,1,2330,1,110,1,82000,137708,0,4,132000,0,4,1,1
1390,15,12,12,3,2,1,1,440,475,-4,1,3920,2,50,1,23000,13500,60,4,29692,0,4,1,1
1391,21,3,3,7,2,2,1,272,276,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1392,21,6,10,5,3,2,0,263,289,-4,-4,-4,-4,-4,0,0,-3,0,1,9600,1,3,6,0
1393,20,12,16,2,3,1,0,539,560,-4,1,150,2,300,1,103000,389500,30,2,178000,0,3,1,1
1394,19,11,10,6,3,2,0,489,505,1203,2,3130,3,600,1,65000,473900,30,2,163050,0,3,1,1
1395,15,12,12,5,3,2,0,467,568,-4,5,2040,3,11,0,92000,207000,10,3,332000,0,1,1,1
1396,15,12,10,1,3,1,0,490,518,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1397,21,8,8,2,3,1,0,456,484,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1398,19,12,12,6,3,2,0,449,467,1223,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1399,16,10,16,8,1,2,0,526,553,501,1,5700,2,23,1,86000,356000,20,2,192020,0,3,1,1
1400,16,6,-2,8,1,2,-3,-4,-4,-4,-5,9500,2,25,1,10000,0,80,2,10000,1,3,2,1
1401,18,2,-3,8,1,2,1,421,404,-4,-4,8300,3,50,1,22000,-8963,0,2,32600,0,3,1,1
1402,15,13,-2,8,1,2,0,636,721,502,3,1040,2,200,1,120000,535100,10,5,121000,0,3,1,1
1403,19,12,11,4,1,1,-3,565,521,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1404,16,12,10,4,1,1,-3,423,401,506,1,5860,2,3,1,60000,15600,0,1,60000,0,3,1,1
1405,17,12,-2,4,1,1,-3,-4,-4,-4,-4,4110,2,60,1,3120,0,100,2,3120,1,-4,2,-4
1406,18,-2,-2,8,1,2,-3,341,384,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1407,16,12,13,5,3,2,-5,-4,-4,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1408,16,12,16,1,3,1,0,540,498,901,2,1430,2,800,1,169000,554500,10,1,169000,0,3,3,1
1409,14,-2,11,5,3,2,0,377,505,-4,1,4020,-2,13,0,-2,223800,20,2,-2,-3,3,1,0
1410,17,11,12,5,3,2,0,562,577,1501,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1411,17,9,7,5,3,2,0,486,592,9996,1,3920,2,-4,0,18000,-9700,50,2,18000,0,3,3,1
1412,16,11,12,5,3,2,-3,431,415,-4,1,-4,-4,-4,0,0,0,40,1,0,1,3,3,1
1413,21,9,8,4,1,1,-3,287,323,-4,-4,6300,2,25,1,32000,-3500,50,2,41360,0,3,1,1
1414,19,8,7,8,1,2,-3,386,314,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1415,18,-2,8,8,1,2,-3,266,341,-4,-4,-4,-4,-4,0,0,700,50,1,15023,0,3,2,1
1416,17,9,12,6,3,2,1,377,369,-4,-4,-4,-4,-4,0,0,215000,5,3,36000,0,3,1,1
1417,14,9,12,2,3,1,0,441,440,-4,-4,7000,2,2,0,-2,0,50,3,-2,-3,3,1,0
1418,14,9,12,4,1,1,-3,536,497,-4,1,4710,2,21,1,0,79000,20,3,50000,0,3,1,0
1419,17,9,10,8,1,2,0,409,315,-4,-4,4760,2,325,1,35000,132500,0,2,35000,0,3,3,1
1420,16,12,12,1,3,1,0,502,518,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1421,17,12,12,5,3,2,0,583,490,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1422,15,12,12,5,3,2,0,382,403,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1423,20,10,10,5,3,2,0,478,540,-4,1,5930,2,200,1,53000,1660,50,2,66392,0,3,1,1
1424,20,13,12,1,3,1,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1425,16,12,14,1,3,1,0,581,511,-4,1,7340,2,7,1,48000,43500,75,1,48000,0,2,3,1
1426,17,13,15,5,3,2,0,481,531,-4,1,5930,2,80,1,45459,334000,50,3,65043,0,3,1,1
1427,14,16,20,5,3,2,0,586,583,502,1,560,1,2000,1,104000,562500,5,1,104000,0,3,0,1
1428,19,12,16,1,3,1,0,552,590,1701,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1429,21,10,20,1,3,1,0,565,592,501,3,2720,3,30,1,70000,9400,30,1,70000,0,3,0,1
1430,18,10,20,1,3,1,0,510,554,702,3,9140,4,-4,0,2500,1522000,40,2,95600,0,3,1,1
1431,16,12,12,1,3,1,0,514,369,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1432,18,11,12,3,2,1,-3,375,435,835,3,3700,1,500,1,82000,251200,10,5,112000,0,3,1,1
1433,16,11,12,3,2,1,0,513,458,506,3,4600,4,-4,1,80000,2041334,10,3,200000,0,3,1,1
1434,17,6,4,1,3,1,-3,325,305,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1435,18,11,-2,7,2,2,-3,435,389,-4,1,4700,2,80,0,8000,-1500,50,3,9200,1,3,2,1
1436,17,11,4,7,2,2,1,296,340,-4,-4,4020,-2,80,1,16000,-3,5,5,16000,1,3,6,1
1437,15,11,4,7,2,2,1,334,458,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1438,16,10,9,7,2,2,-3,370,333,-4,1,9130,1,45,1,32000,-34494,80,1,32000,0,3,0,1
1439,17,10,9,7,2,2,0,350,349,514,1,-4,-4,-4,0,0,-18000,50,2,19840,0,3,6,1
1440,16,11,9,7,2,2,-3,355,379,203,1,5400,3,150,1,19000,6000,0,1,19000,0,3,2,1
1441,16,6,-4,8,1,2,0,366,395,-4,-4,8140,2,15,0,0,55000,30,1,332,1,3,0,1
1442,15,8,-4,8,1,2,1,383,404,-4,1,5110,2,400,1,67000,238300,40,4,112000,0,3,1,1
1443,15,12,-4,6,3,2,0,646,618,0,1,2200,2,-2,1,42000,72750,5,4,97400,0,3,1,1
1444,17,10,11,8,1,2,0,510,439,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1445,15,10,11,8,1,2,0,441,476,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1446,15,12,-4,7,2,2,-5,-4,-4,-4,1,430,1,75,1,55000,463000,20,3,125000,0,3,1,1
1447,15,12,11,1,3,1,0,-4,-4,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1448,20,7,-4,3,2,1,0,311,364,701,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1449,18,-2,-2,4,1,1,-3,411,395,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1450,17,-2,-2,4,1,1,-3,287,322,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1451,15,-2,-2,8,1,2,-3,394,369,-4,-5,4760,-2,-2,0,-2,-3,50,3,-2,-3,3,1,0
